Abstract,IsLitigated
" The use of a multilayer film to store or retrieve information, said information being correlated to the multilayer structure of the film, and said multilayer film comprising at least two different types of layer, wherein each type of layer exhibits a different optical property and wherein the multilayer film comprises a plurality of layers of each of at least two of the different types of layer; a method of storing information, a method of retrieving stored information and a method of protecting against counterfeiting or fraud, which method utilises said multilayer film. ",Yes
" A computer is configured for pay-per-use or prepaid operation using internally stored value that may be directed to various aspects of the computer's operation, for example, printing or use of a particular application program. The value used may be logged and that information may be transferred to a host where individual service providers may be compensated for purchases made on the computer according to usage. The user may be presented with payment options such as single use or subscription for a given local purchase decision. A method of operation is also disclosed. ",Yes
" An accounts payable system in which invoices submitted by electronic data interchange (EDI) are audited for duplicate invoices prior to them being entered into the production database, or environment. Pre-processor logic audits, identifies and returns electronically duplicate transmissions. At this pre-processor level, all inbound invoices are sorted in credit/debit sequence. Invoices are posted (committed to the production accounts payable environment; that is, to the accounts payable data base) one at a time so purchase order history is current for each evaluation. Inbound invoices are sorted by credit/debit. Only debits are audited. ",Yes
" A method of deciphering bar codes is disclosed herein. The method determines if the bar code (132) complies with predetermined specifications. The method then sorts the bar code (132) information into character groups. Each character group is reviewed individually to assure compliance with the predetermined specification. The individual character groups are then decoded individually. The method allows for bar code (132) specification to have varying tolerances between the individual character groups, which increases the likelihood of a bar code reader (400) being able to decipher the bar code (132). &lt;IMAGE&gt; [EP1045331A2] ",Yes
" A computer-based method, a computer program product and a computer system for measuring the impact of a proposed change in an organisation are disclosed. The method comprises the steps of inputting financial data relating to the organisation; inputting human resource data relating to the organisation; inputting data relating to one or more proposed initiatives for the organisation; and generating a business action plan for the organisation based on the financial, human resource and proposed initiatives data. The computer program product and the computer system provide means for practising the above method. ",Yes
A user information generation unit (12) generates user information (20) containing charge arrears statuses from receipt arrears information (16). A specific user dealing unit (14) extracts specific users from the user information (20) on a delinquent period basis and issues dunning or function restrictions by mail to specific user cellular phones depending on the delinquent period. The specific user dealing unit (14) extracts users which have paid charges as good specific users from the user information (20) and posts cellular phones of the good specific users on the provision of incentives.|,Yes
" The invention relates to a method for paying a user fee proposed by a service provider by means of the terminal of a service user. The inventive method consists in calculating a payable amount with the aid of a billing device and in paying the payable amount by the bank account of the service user, thereby allowing said user to use a service. When requesting a service, the user can appoint the execution time for the service, the paying of the payable amount being carried out according to the execution time. ",Yes
The device (34) is used to pay for goods or services by an amount of a payment to be paid and the respective recipient (46) being transferred via the mobile radio terminal (38) to a payment unit of the network (36) that transfers the amount to the recipient. The device has a threshold filter (42) that controls a payment unit so that payment amounts are only transferred up to a threshold value. An independent claim is also included for a method of paying for goods and services for mobile network user.,Yes
" A method for electronically transferring an amount of money from an initiator to a receiver is disclosed. The amount is enhanced or matched by a matching party. In one step, transfer information is received from the initiator. The transfer information includes at least two of a third party identifier, a second party identifier and the amount. The transfer information is analyzed. An enhancing amount to transfer from the matching party to the receiver is determined. Money is transferred to the receiver that corresponds to the amount and the enhancing amount. ",Yes
" According to some embodiments, a futures contract is listed on a futures trading exchange. The futures contract physically settles upon expiration into a reference swap. The reference swap is cleared by a clearing house so that the physical settlement requires that the holder of a reposition in the futures contract upon expiration takes a specified side of the reference swap against the clearing house. The reference swap may for example be a credit default index swap, a single-name credit default swap, an interest rate swap or a yield curve swap. ",No
A system and method of performing a value-advance money transfer comprising: receiving a money transfer request; determining whether an account associated with a sender of funds includes a sufficient amount of funds to cover a money transfer request; providing an amount of funds from a money transfer provider to the account associated with the sender to cover the money transfer request; making the amount of funds available to the sender for use in the money transfer; and executing a money transfer from the account to the control of the receiver.,No
" A data processing system and method are disclosed which finds particular application to equity finance mortgages. An Overall System ( 600 ) is formed from a Target Investment System ( 100 ), an Asset Origination System ( 200 ), an Asset Securitization System ( 400 ), an Asset Servicing System ( 300 ) and an Asset Management System ( 500 ). Financial feedback is applied to ensure targets are achieved. Mortgages are pooled and on-sold to investors and selected for acceptance on the basis of preferences expressed by the investors. ",Yes
The invention relates to a method allowing a client to electronically pay at least a minimal amount for a merchandise or service to a retailer by using a data network and/or telecommunication network with the aid of an accounting system server. An unambiguous process identifier is generated for the payment process or the series of payment steps and is transmitted at least during a first payment step in a confirmation request from the accounting system server to a client terminal along with information on the amount to be paid.,Yes
" The device (1) has a central transceiver (3), and a transmission receiver (5) in communication with a decentral transceiver (4). A microprocessor (7) with a program memory (8) for producing payment transactions stays in communication with the decentral transceiver for the central transceiver. The device is divided into a vehicle-fixed mounted device part (9) and a device part (10) i.e. smart card, detachably connected with the vehicle-fixed device part. The vehicle-fixed device part contains the transmission receiver, and the device part contains the processor and the program memory. ",No
" A payroll enrollment system collects data from one source but for different purposes. The enrollment system is operated by a third party for receiving personal data from an employee. On behalf of an employer, the enrollment system collects and retains employment eligibility data based on the entered personal data. Based on the same personal data, the enrollment system collects and retains bank customer identification data, on behalf of a financial institution, when an account at the financial institution is established by the enrollment system for receiving payroll deposits. ",No
" The system comprises a central processing unit (1) with connection to high capacity storage device (21), modem (41) and high resolution display (62). Sound output is set by the controller (5) driving amplifier (53) and speakers (54). A cordless microphone (55) may also be connected to the sound controller (5). The collector unit (3) takes inputs from a variety of sources including locking device (32), manager's remote controller (31), touch screen(33), keyboard (34) and payment unit (35). The keyboard (34) and monitor permit programing of the CPU (1).[EP0974941A1] ",Yes
" A data processing technique is provided for processing data structures identifying two resources terminating at different times, a time instance earlier than these termination times, and a numeric data value which is time independent. At this time instance, resource values and resource amounts are determined. For determining the resource amounts, a sensitivity of the respective resource to a predefined parameter is determined, and the numeric data value is divided by the respective sensitivity. The data processing technique may be applied for trading and clearing a futures contract. ",Yes
" A data processing technique is provided that may be applied for trading and clearing a futures contract, and more generally, for processing data structures identifying two resources terminating at different times, a time instance earlier than these termination times, and a numeric data value which is time independent. At this time instance, resource values and resource amounts are determined. For determining the resource amounts, a sensitivity of the respective resource to a predefined parameter is determined, and the numeric data value is divided by the respective sensitivity. ",Yes
" A mobile banking and anti-theft tag based portable checkout terminal, checkout system and checkout method for a retail environment are disclosed. A portable terminal accessory is designed for a portable terminal to acquire the article information related to the selected article that a customer in a retail environment wishes to purchase. The portable terminal is connected to the portable terminal accessory to receive the article information via scanning a tag attached to the article and to conduct the checkout processing with a customers bank through wireless communication. ",Yes
" An automated teller machine (ATM), a personal wireless device (PWD) and methods of transferring funds therebetween. In one embodiment, the ATM includes (1) a user interface configured to receive direct input from a user, (2) a personal wireless device (PWD) authenticator associated with the user interface and configured to authenticate a PWD based on a unique identification code contained therein and (3) an order transmitter associated with the PWD authenticator and configured to employ the direct input to transmit an electronic funds transfer order to the PWD. ",Yes
Systems and methods for hedging against risks associated with distressed instruments are provided. These systems and methods are preferably directed towards providing a party wishing to protect itself from such risks with the opportunity to enter into a transaction with a provider of protection whereby such a party pays a risk protection premium to the provider of protection in exchange for the right to receive payment in the event that the value of the distressed instrument on or about maturity is below an agreed to strike price.,No
" A method, system, and program product for the electronic delivery and distribution of an electronic solicitation on shareholder issues from an issuer to a plurality of shareholders. The method includes receiving an electronic solicitation message that provides shareholder access to solicitation content; tagging the electronic solicitation message with at least one parameter to ensure the electronic solicitation message is available only to the shareholders of the issuer; and enabling the shareholders to access and view the solicitation content anonymously in order to conceal each shareholder's identity. ",No
" Systems and methods are described for a customer to enroll in and manage a program for automatic payment for the recurring bills of a number of merchants within a single interface. The interface can be provided by the customer's credit card-issuing financial institution, which contacts the customer-selected merchants and arranges for automatic payment via the credit card. As an incentive for the customer's enrollment, an award such as award points or a lower rate of interest can be provided with respect to the automatically made transactions. ",Yes
An automated banking machine includes a cash dispenser. Servicing the machine is facilitated through use of a portable diagnostic article which enables the controller to access diagnostic data stored in memory and which provides data indicative of the significance of the diagnostic data. A portable article of computer readable and writable media is also operative to cause the computer to gather data concerning the banking machine and record it on the media through a drive. The data gathered is then analyzed by a separate analysis computer.,No
The method involves storing postal charges in a franking machine in the form of postal charge units and applying a machine-readable date stamp containing a distinguishable electronic payment to the postal item that is different from that applied to all other postal item representing an individual data record. The data record is used to enable checking for multiple uses of electronic payments and/or date stamps. Independent claims are also included for the following: a system for implementing the method and a franking machine. [EP1107190A1],Yes
" A method and system for patch management. The method and system automatically determines a set of patches applicable to a target device and initiates transfer, if necessary, to the target device and records which patches if any, have been transferred to the target device. The method and system also automatically distributes patches to a target device based on policy, state and management data. The method and system allow patches to be automatically acquired and managed for patch gap, patch vulnerability and patch security compliance.| ",Yes
" A computerized payment system by which a consumer may instruct a service provider by telephone, computer terminal, or other telecommunications means to pay various bills without the consumer having to write a check for each bill. The system operates without restriction as to where the consumer banks and what bills are to be paid. The service provider collects consumers' information, financial institutions' information and merchant information and arranges payment based on a financial risk analysis to the merchants according to the consumers' instructions. ",No
" A method, identification tag, data signal, and service for asset management are disclosed. Identification data may be retrieved from an identification tag. The identification data may include a first data element comprising a global routing prefix and a second data element comprising an asset identifier. Based on the global routing prefix, a uniform resource locator may be determined for a selected asset lookup service. Based on the determined uniform resource locator, the received asset identifier may be sent to the asset lookup service.| ",Yes
" An electronic payment system for conducting transactions by presenting a contactless payment card to a card reader. The card reader is configured to process transactions when only one card is present in its operating field. The card reader uses collision detection and avoidance algorithms to detect and report instances where multiple cards are present in the operating field. In response to a reported collision, the collision may be cleared by manual intervention, i.e., by physically removing excess cards from the reader's operating field. ",Yes
" Prepaid accounts are replenished during multimedia sessions using the prepaid accounts without interruption of the multimedia sessions. A prepay server monitors and adjusts prepaid account balances based on usage of communications resources as reported by elements of the communications network ( 100 ). If a processor determines that an account balance is low, then a user terminal ( 102 ) is notified and a new session is intiated to permit the user to increase the account balance without interrupting the ongoing communications session. ",Yes
" A program for encouraging homebuyers to purchase more efficient HVAC equipment at the time they purchase an existing house is described. The purchase price of the HVAC equipment is included in the mortgage loan. The overall monthly cost of the mortgage payment and heating and cooling costs is lowered for any given house. The program is marketed through a real estate agent working closely with a HVAC supplier. A central control entity may oversee the process, provide standardized forms, and locate appropriate installers. ",Yes
" A method and system for automated dispute resolution is disclosed. The method and system are used in testing non-equal values in normal rounds for satisfaction of a condition. If the condition is not satisfied in the normal rounds, power round values are tested for satisfaction of a power round condition. If the power round condition is satisfied, a binding settlement payment is calculated. Additional options involve an automated facilitator, windfalls to initiators, automatic payment initiation, multiparty aggregation and automatic settlement document generation. ",No
Monitoring a non-account holder seeking to perform a transaction with a financial institution includes receiving first transaction information including an identity of a non-account holder and a disposition of a first transaction between a first financial institution and the non-account holder. The first transaction information is stored in a transaction history data store. A portion of the first transaction information in the transaction history data store is later accessed when determining whether to perform a subsequent transaction with the non-account holder.,No
" An improved system for consumer payors to save and donate whenever they use cash at a point of sale terminal, write a check, use an ATM machine, or use a credit or debit card. The POS system is a network composed of subscriber/payors, neutral merchant/collectors, a central clearinghouse, and provider accounts. The Rounder system is a network composed of subscriber/payors, payees, account managers, and provider services. The systems together provide subscriber/payors with a seamless way to save/donate every time they spend. ",No
" A data card, such as a credit or debit card, having first and second sides, wherein the first side includes data card information stored on a magnetic strip and embodied in embossed alpha-numeric indicia, and the second side includes a surface having a series of optically related image lines thereon, and an optically transparent layer attached thereto and forming a lenticular lens, the optically transparent layer and optically related image lines forming a lenticular optical system capable of alternately displaying images. ",No
" Card reader device has read and write units for at least two different card storage units for cashless payment, whereby the read-write units for the card based storage units are placed in the vicinity of a slit-type receiving space into which a card is inserted. The read-write units are positioned to allow read-write communication in at least two card insertion positions with at least a card-based storage unit. A storage unit is a magnetic strip, memory chip or microprocessor chip. [EP1363226A1] ",Yes
" A means by which possession of a credit card can be validated in transactions over the Internet is presented. As part of the payment transaction, a vendor instructs the user to use an electronic camera to take a picture of the credit card in a specific situation, such as being held in the user's hand or held against a generated computer screen. The resulting picture is emailed to the vendor, who forwards the image to the credit card company for verification. ",Yes
" An automated retail terminal in which a plurality of goods and/or services are provided in an integrated system The integrated system generally avoids duplicating hardware or functions in the course of delivering the goods or services offered, so for example in a combination ATM and Internet kiosk the same credit card or smart card reader is used for both the ATM and the Internet kiosk functions, the same control screen activates the ATM functions and the Internet functions, and etc. ",No
" A currency/credit card receiving unit (10) is attachable to a vending machine or amusement device (12) with first and second spaced apart flanges (32a, 32b). One of the flanges is fixed relative to the unit (10). The other flange is moveable and is attachable to the unit (10) in a secure region to clamp the unit (10) to the respective vending machine or amusement device. With this configuration all of the retaining fasteners are located in a secure closed region. ",Yes
" A technique for automating the check-in and check-out process within the healthcare industry and enabling the portability of personal health records. In one particular exemplary embodiment, the technique may be realized as a method including receiving identification information and other information, retrieving at least one of personal information or insurance information using the identification, processing a heath related transaction using at least one of personal information or insurance information, and outputting information associated with a processed health related transaction. ",Yes
" Various techniques are disclosed for offloading the processing of data packets that contain financial market data. For example, incoming data packets can be processed through an offload processor to generate a new stream of outgoing data packets that organize financial market data in a manner different than the incoming data packets. Furthermore, in an exemplary embodiment, the offloaded processing can be resident in an intelligent switch, such as an intelligent switch upstream or downstream from an electronic trading platform. ",No
" An optical recognition device for recognizing a certain type of sheets, e.g. money, includes at least one light source, at least one diverge device, at least two optical sensors, and a recognition circuit. The diverge device changes the course of light emitted from the light source into two separate lights on the sheet to be recognized. The optical sensors separately collect two response images from the sheet and the recognition device recognizes the sheet with the two response images. ",Yes
" A method of making and securing a loan, including the steps of: taking a loan by a borrower; and lending money secured by real estate to the borrower. The loan terms include the borrower being responsible for the debt; the borrower has an option to request another entity make a predetermined payment on the borrower's behalf; and the another entity takes an equity interest in relation to the amount paid by the another entity on behalf of the borrower. ",Yes
" A method of preparing an oligonucleotide bound to a support, such as porous glass or glass beads, involves attaching a nucleoside 3'-reagent through the phosphate group by a covalent phosphodiester link to aliphatic hydroxyl groups carried by the support. The oligonucleotide is then synthesised on the supported nucleoside, and protecting groups removed from the synthetic oligonucleotide chain under standard conditions which do not cleave the oligonucleotide from the support. Suitable reagents include nucleoside phosphoramidite and nucleoside hydrogen phosphonate.[WO9003382A1] ",No
" A method of monitoring compliance of a patient that has been placed on a methadone maintenance program by determining plasma methadone concentration from urine methadone concentration. An unadulterated urine sample is obtained from the patient. The urine methadone concentration, pH, and specific gravity are measured. The plasma methadone concentration is calculated as a function of urine methadone concentration, specific gravity, and pH. The calculated plasma methadone concentration is compared with an expected value for the maintenance program prescribed. ",No
" The systems, methods, and software of the present subject matter utilize data translation objects in translating data between trading partner specific data formats and a general data format. Each trading partner creates a data translation object for translating data to and from their proprietary formats to the general format. Upon creation of a data translation object, a trading partner is automatically enabled to exchange data with any other trading partner having created its own data translation object. ",Yes
" In one embodiment, software for detecting duplicate commercial paper transactions is operable to identify a check identification code, such as a Magnetic Ink Character Recognition (MICR) code, from a commercial paper transaction, with the check identification code comprising a plurality of fields. The software determines a hash value based on at least a portion of the plurality of fields and verifies the authenticity of the MICR code based, at least in part, on the determined hash value. ",Yes
" A system for tracking players at a gaming table that includes a plurality of player positions and for displaying information related to the players. The system includes a central computer, a display monitor, a card reader and an input device. The system correlates where players are seated and displays their positions along with their first names and other desirable information related to the players. The system may be used to track regulatory compliance rules for a player. ",Yes
" A payment system for restaurant having a reader/writer unit ( 100 ) and a control unit ( 300 ), wherein the control unit ( 300 ) includes a communication control section ( 310 ), which controls data communication with an external computer ( 500 ) via a network ( 400 ). The external computer ( 500 ) accesses to setting information stored in a setting information storing section ( 330 ) of the control unit( 300 ). ",Yes
" A process for electronic authorization to access a common account via personal identification devices such as Radio Frequency Identification (RFID) tags, such as may be mounted on a wristband. RFID wristbands for auxiliary users are not authorized by a cashier/operator unless a primary account holder's RFID wristband is utilized as an immediate preceding step. This process alleviates a problem with simpler approaches which merely require operator authorization to associate auxiliary RFID wristbands with primary RFID wristbands. ",Yes
" A method for selling on-screen advertising based on the relative page percentage an advertisement consumes on a paginated page displayed on a user's display. The invention includes a payment model for on-screen advertising based on   eyeball space   and placement. In one embodiment, paginated adaptable pages with advertising panes are authored and adaptable advertisements are created to fit the advertising panes. Advertisements are then sold based in part on a percentage of on-screen display space they occupy. ",Yes
" A technique is provided for selecting a portfolio of securities for investment purposes. Specifically, the technique utilizes two types of securities-related data: dividend yields and buyback ratios. A group of securities is ranked by the sum of each security's dividend yield and buyback ratio; a number of the securities having the highest combined dividend yields and buyback ratios are selected for investment. The technique may include a computer for storing the buyback ratios and dividend yields. ",No
" Systems and methods for presenting fraud detection information are presented. In one example, a computer system analyzes empirical data to detect potentially fraudulent activity and alerts users of the potentially fraudulent activity via a fraud detection user interface. The fraud detection user interface determines a set of user interface components to suitable to present the potentially fraudulent activity and presents facts associated with the potentially fraudulent activity to a user for further analysis and investigation. ",No
" Methods and systems for managing transactional risk involve, for example, receiving and assessing, using a processor coupled to memory, entity payment transaction information for a predetermined level of risk based at least in part on a payment transaction history of the entity. Likewise using the processor, a report of the predetermined level of risk may be generated, and the payment transaction may be processed for the entity according to predefined processing instructions of the entity. ",No
" Automated techniques for providing loans, such as short term loans, include receiving a telephonic loan application from a customer and electronically verifying information in the telephonic loan application. Based on the results of the verification, a determination is made as to whether to provide the loan. When the loan is to be provided, the customer is instructed to accept the terms and conditions of the loan using a telephone. Upon acceptance, the loan is dispensed. ",Yes
" A data processing system for implementing transaction management of auction-based trading for specialized items such as fixed income instruments. The data processing system provides a highly structured trading protocol implemented through a sequence of trading paradigms. The system employs a distributed computer processing network linking together a plurality of commonly programmed controlled workstations. The protocol and its programmed controlling logic enhances trading efficiency, rewards market makers and fairly distributes market opportunity to system users. ",No
A method for transferring an amount to be paid is provided. The method includes searching for available wireless devices and selecting a payee via input provided through one of the available wireless devices. The method includes selecting a payment option for transferring a payment amount to the payee and entering the payment amount. The method includes authorizing payment instructions to the payee and receiving confirmation that the payment amount was received by the payee.,No
" The invention relates to a method and a trading system (10) for consolidating (32, 36) messages (14) in intermediate server layers (16). It is operated in at least one of a data- and telecommunication network (12). The invention introduces message (14) distribution by collecting and distributing them through hold-back time frames. Thereby, the invention is eliminating transactional overhead and achieving a substantial gain in message (14) throughput time in the trading system (10). ",Yes
A currency/credit card receiving unit is attachable to a vending machine or amusement device with first and second spaced apart flanges. None of the flanges is fixed relative to the unit. The other flange is moveable and is attachable to the unit in a secure region to clamp the unit to the respective vending machine or amusement device. With this configuration all of the retaining fasteners are located in a secure closed region.,Yes
A method of performing a money transfer transaction through a financial services institution includes receiving information regarding the transaction on a first computer of the financial services institution from a first electronic device using the Transmission Control Protocol/Internet Protocol suite (TCP/IP). The method may also include establishing a T1 connection between the first computer and the first electronic device. A system for performing a money transfer transaction using TCP/IP is also disclosed.,No
" The invention concerns a method for securely providing identification data of a banking card to a user. The invention is characterized in that said identification data of the banking card are directly created by said user from appropriate generating means ( 6, 1 ), the resulting generated card data are then communicated through telecommunication means ( 6, 5; 1, 2 ) to a computer server of a financial institution managing said card. ",Yes
" A license payment system is coupled to a transmission system which transmits a handling procedure in the form of pulse sequences, protocols, parameter sets etc. for the examination equipment. The licensing system sends a license-remuneration to the experts who create the handling procedure. A blocking device prevents extended user beyond the usage that was agreed and paid for. &lt;??&gt;An Independent claim is also included for a method of using the apparatus.[EP1306791A2] ",Yes
" The present invention relates to an electronic module used for secure transactions. More specifically, the electronic module is capable of passing encrypted information back and forth between a service provider's equipment via a secure, encrypted technique so that money and other valuable data can be securely passed electronically. The module is capable of being programmed, keeping track of real time, recording transactions for later review, and creating encryption key pairs. ",No
" A method for processing mail makes use of a mail-processing device, in the standardised mail feeds of which the mail is introduced and in which a postage credit card or an authority card can be inserted into an accounting unit and, after the postage has been calculated by the accounting unit, a transport barrier of the mail feed is released. The mail is then deposited in secured storage containers.  [EP0503311A2] ",No
" The present invention relates to an electronic module used for secure transactions. More specifically, the electronic module is capable of passing information back and forth between a service provider's equipment via a secure, encrypted technique so that money and other valuable data can be securely passed electronically. The module is capable of being programmed, keeping track of real time, recording transactions for later review, and creating encryption key pairs. ",No
" A method for processing mail makes use of a mail-processing device, in the standardised mail feeds of which the mail is introduced and in which a postage credit card or an authority card can be inserted into an accounting unit and, after the postage has been calculated by the accounting unit, a transport barrier of the mail feed is released. The mail is then deposited in secured storage containers.  ",No
" A method for processing mail makes use of a mail-processing device, in the standardised mail feeds of which the mail is introduced and in which a postage credit card or an authority card can be inserted into an accounting unit and, after the postage has been calculated by the accounting unit, a transport barrier of the mail feed is released. The mail is then deposited in secured storage containers. ",No
" Methods and systems for dispensing value are described. In one configuration, a unique physical indicia is enabled with a value and then disabled after the value is redeemed. In another configuration, a user enables a unique coded stamp and associates a postage payment with the stamp. The postal service cancels the stamp by deactivating the stamp from a list of active stamps and optionally audits the payment association.| ",Yes
" A system, system component and methodology support compliance with fund and advisor policies and procedures designed to prevent the violation of federal securities laws by determining an indication of whether a fund's value is potentially being affected by market timing practices. At least one algorithm is utilized to perform analysis of categories of fund transaction data to yield an indication of the presence of market timing practices. ",Yes
" The disclosed embodiments relate to implementation of a trading system, which may also be referred to as a trading system architecture, having improved performance which further assures transactional determinism under increasing processing transaction loads while providing improved trading opportunities, fault tolerance, low latency processing, high volume capacity, risk mitigation and market protections with minimal impact, as well as improved and equitable access to information and opportunities. ",No
" An automated system and method for evaluating and auditing lenders and loan portfolios is described. This lender evaluation system is user friendly and increases auditors' productivity by, among other things, gathering all necessary information in a readily accessible electronic location. The lender evaluation system, and associated methods, further reduce the risk of potential human error and the risk of lost data, and concomitantly improves data integrity. ",Yes
" A payroll management system receives employee enrollment in a program for having proceeds from a paycheck allocated to one or more gift cards, with net proceeds after the allocation deposited into a demand deposit (checking) account or any other deposit mechanism such as an open loop credit instrument. The gift cards are used at specified retailers, and automatically provide discounts on goods/services purchased using the cards. ",No
An automated banking machine (10) has a housing (12). A rollout tray (32) supports serviceable components including a display (36) and a keypad (48) thereon. The rollout tray includes a service opening (54) which is used to access service points on the serviceable components when the rollout tray is extended from the housing. When the tray is retracted access through the service opening is blocked.,No
A method and system for determining and optimizing an insurance company's asset-liability risk is disclosed. The method and system comprises determining numerous earnings at risk (EaR) estimates to assess risks associated with asset and liability portfolios. EaR estimates may be determined through modeling of various risk factors. The EaR calculations may be processed through a distributed processing infrastructure to maximize efficiency and cycle time.,No
" Electronic terminal comprising a casing (1) including a housing (2) configured to receive a memory card (21) with a connection land (22) and to allow cooperation between means of connection (10) of the terminal and of the land of the card (21), in which the housing (2) is bounded by at least one wall (3-5) of the casing (1). Application to electronic payment terminals. ",No
" Accurate, appropriate valuation of the contents of a residence is facilitated based on characteristics of the household and the residence. These factors are used to estimate the proper value of the contents and may be based, at least in part and in various embodiments, on information collected in the course of the insurance underwriting process and from public and non-public consumer spending data. ",No
A method for providing digital payload data is provided wherein payload data (PD) belonging to a copyright owner (CO) are provided from an intermediate customer (CO) to a final customer (FC) upon a payload payment (PP) by said final customer (FC) to said copyright owner (CO). According to the present invention an incentive payment (IP) is given to said intermediate customer (IC).,Yes
The UMTS (Universal Mobile Telecommunication System) telephone has a module (EF DIR) in radio communication with a banking application ADF (Automatically Defined Function ADF) and a SIM application (DF GSM-ACCESS).  The telephone has a SIM-application (Subscriber identity module DF GSM). The telephone has a multiple frequency unit (MF) and a number of files and cards (EF ICCID) and application pointer units.,No
" A digital photo-printing vending machine comprises image data input means for receiving at least one input image from a customer, payment means for receiving a payment from the customer for printing the at least one imput image, and output means for printing the at least one input image from the customer, the output means comprising a plurality of thermal print heads.| ",Yes
A self-checkout system is presented which may include at least two self checkout stations and a single self-payment module for effecting payments and/or completing transactions conducted on each of the at least two self-checkout systems. The self-payment module may determine which of the two self-checkout stations utilizes the self-payment module upon both self-checkout stations being used at the same time.,Yes
" A method of monitoring hygiene compliance is provided. The method comprises the steps of receiving first location information which tracks movement and handwashing information, determining whether a person who has entered a patient contact zone has washed her hands since her most recent exposure to a contamination zone, and updating compliance information for the person based upon the determining step. ",No
" A system and method for managing cost containment within a plurality of projects. Standardized tasks for each of the projects and a schedule for the standardized tasks is defined. Resource data including pricing data for each of the standardized tasks is collected. Based on the defined schedule and the collected data, multi-tiered reimbursement/payment price milestones for each project are developed. ",Yes
" A payment system for restaurant having a reader/writer unit (100) and a control unit (300), wherein the control unit (300) includes a communication control section (310), which controls data communication with an external computer (500) via a network (400). The external computer (500) accesses to setting information stored in a setting information storing section (330) of the control unit (300). ",Yes
A system for providing access to compliance information includes a subsystem for acquiring securities information from one or more database sources. The system extracts compliance information from the acquired securities information that is related to a particular security. The system also includes a subsystem for providing access to the computer-readable compliance information files over a computer communications link.,No
" A programmable logic device (PLD) includes a circuit that controls a supply voltage of at least a portion of the circuitry within the PLD (such as a block, a sub-block, or a region). The circuit also filters noise within the PLD. Controlling the supply voltage allows trading off various performance characteristics, such as speed and power consumption. ",Yes
" A transaction method involving transfer of electronic files to customer storage devices, which provides additional opportunities for retailers to sell electronic files. The transaction method includes recording selection by a customer of an electronic file for purchase, recording payment for the electronic file from the customer, and transferring the electronic file to a customer storage medium. ",Yes
" An integrated virtual tax auditing system for performing tax compliance functions for organizations having tax reporting requirements comprises a system database, an information assistant for extracting data from one or more client databases and inputting the data into the system database and a compliance auditor for performing a virtual audit of transactions for a selected tax. ",Yes
" In order to capture utilization charges in a packet data transmission network, a recording is made of the charges that become payable during the course of a transmission session, when a threshold charge-total is reached. It is preferable if the value of the threshold charge-total varies depending on the data speed of the transmission session. ",Yes
" Systems and methods that allow for anti-counterfeiting marks that carry user information and other data to be embedded into an original coupon design. The marks may be invisible, or visible but difficult to remove. At the receiving sides of the coupons, the embedded data are used to detect fraud and trace back the coupon users. ",Yes
" A method and apparatus are provided which account for tax impact in predicting investment return. Data for taxable investments, data for non-taxable investments and investor data are received and an optimization is performed which includes all of these data. An investment recommendation is provided to the investor based on the optimization. ",Yes
